IMG010218072553.jpg,588,652,594,676,0.1329665333032608
IMG010218072648.jpg,603,520,611,521,0.4711214601993561
IMG010218072650.jpg,553,508,560,512,0.067328542470932
IMG010218072822.jpg,602,518,611,521,0.437949538230896
IMG010218072824.jpg,550,508,560,512,0.03323361650109291
IMG010218073002.jpg,575,432,594,438,0.03141627088189125
IMG010218073005.jpg,442,389,457,374,0.08441586792469025
IMG010218073205.jpg,612,659,628,658,0.9177870154380798
IMG010218073207.jpg,554,678,560,667,0.9966585636138916
IMG010218073413.jpg,540,481,548,475,0.9555283188819885
IMG010218073415.jpg,464,451,468,448,0.03297923132777214
IMG010218073710.jpg,777,768,777,763,0.05795400217175484
IMG010218073714.jpg,775,762,777,754,0.03142822906374931
IMG010218073718.jpg,770,755,777,749,0.031283099204301834
IMG010218073720.jpg,732,724,731,731,0.0314401276409626
IMG010218075416.jpg,628,645,640,635,0.8186725974082947
IMG010218075418.jpg,546,620,560,626,0.8786105513572693
IMG010218075534.jpg,561,536,560,548,0.03445035219192505
IMG010218075536.jpg,521,443,537,438,0.9999992847442627
IMG010218080106.jpg,591,481,588,493,0.9811716079711914
IMG010218080108.jpg,546,464,560,480,1.0
IMG010218080156.jpg,610,636,582,612,0.03136351332068443
IMG010218080301.jpg,592,415,605,420,0.03130458667874336
IMG010218080304.jpg,486,359,468,324,0.03129006549715996
IMG010218080306.jpg,592,409,594,402,0.03187858685851097
IMG010218080308.jpg,492,361,502,370,0.031305741518735886
IMG010218084730.jpg,560,582,548,585,0.0455738827586174
IMG010218085955.jpg,584,499,594,493,0.9964317083358765
IMG010218090227.jpg,596,555,605,548,0.8560191988945007
IMG010218090229.jpg,518,519,514,507,0.12376619130373001
IMG010218091015.jpg,576,586,554,589,0.03131099045276642
IMG010218091018.jpg,453,532,457,507,1.3001665299938736e-09
IMG010218091143.jpg,560,527,560,521,0.17286065220832825
IMG010218091145.jpg,447,541,457,548,0.006072319578379393
IMG010218093109.jpg,592,552,594,548,0.6284757852554321
IMG010218093112.jpg,503,491,502,493,0.06423014402389526
IMG010218093311.jpg,594,558,605,566,0.9706747531890869
IMG010218093611.jpg,630,747,640,731,0.9811800718307495
IMG010218093755.jpg,626,539,640,525,0.9999282360076904
IMG010218093759.jpg,618,537,605,521,0.7689657211303711
IMG010218093802.jpg,543,584,548,585,0.034003764390945435
IMG010218093923.jpg,561,567,560,566,0.031352344900369644
IMG010218094030.jpg,604,545,605,566,0.06753173470497131
IMG010218102358.jpg,562,584,548,585,0.038684941828250885
IMG010218102402.jpg,559,578,548,585,0.9370529055595398
IMG010218102956.jpg,637,647,640,640,0.040025148540735245
IMG010218102959.jpg,546,530,560,548,1.0
IMG010218103053.jpg,335,286,331,288,0.9989026784896851
IMG010218103415.jpg,519,618,514,598,0.12625154852867126
IMG010218103707.jpg,598,646,594,644,0.9951242804527283
IMG010218103710.jpg,478,617,468,621,0.0008688344969414175
IMG010218103919.jpg,545,498,548,493,0.06889257580041885
IMG010218103922.jpg,573,420,537,438,0.033186838030815125
IMG010218104359.jpg,575,458,560,448,0.9971494078636169
IMG010218104402.jpg,518,396,514,402,0.031309742480516434
IMG010218115627.jpg,472,451,468,475,0.7622320652008057
IMG010218115832.jpg,457,466,468,475,0.03171843662858009
IMG010218124853.jpg,571,605,560,594,0.6459831595420837
IMG010218125205.jpg,522,595,537,585,0.9917283654212952
IMG010218125422.jpg,558,618,560,621,0.7308472990989685
IMG010218125424.jpg,747,784,742,777,0.016616778448224068
IMG010218125754.jpg,715,701,731,694,0.19889138638973236
IMG010218125758.jpg,746,373,742,374,0.11146228760480881
IMG010218130034.jpg,646,765,651,768,0.20146197080612183
IMG010218130040.jpg,640,751,651,768,0.6609388589859009
IMG010219092030.jpg,680,588,697,580,1.0
IMG010219092032.jpg,605,553,588,557,0.08006302267313004
IMG010219092122.jpg,680,477,697,493,1.0
IMG010219092124.jpg,624,382,662,310,1.0
IMG010219092142.jpg,652,531,628,507,1.0
IMG010219092146.jpg,653,527,651,548,0.999544084072113
IMG010219092148.jpg,601,503,605,516,0.9998158812522888
IMG010219092231.jpg,732,462,714,475,0.9999998807907104
IMG010219092233.jpg,649,446,640,434,0.0329466238617897
IMG010219092309.jpg,687,538,685,534,0.9999432563781738
IMG010219092311.jpg,624,503,640,489,1.0
IMG010219092356.jpg,667,446,685,434,1.0
IMG010219092358.jpg,614,358,628,365,6.282726783268799e-09
IMG010219092524.jpg,721,409,725,420,0.798938512802124
IMG010219092526.jpg,632,375,640,361,0.9996011853218079
IMG010219092545.jpg,594,429,605,434,0.8267155885696411
IMG010219092647.jpg,710,538,731,521,1.0
IMG010219092650.jpg,545,457,560,475,1.0
IMG010219092807.jpg,619,479,605,480,0.998953104019165
IMG010219092809.jpg,467,299,468,297,7.605467544635758e-08
IMG010219092849.jpg,691,484,697,493,1.0
IMG010219092852.jpg,534,355,548,342,1.0
IMG010219093105.jpg,628,405,640,402,1.0
IMG010219093107.jpg,507,327,514,329,0.04319669306278229
IMG010219093441.jpg,695,387,697,402,1.0
IMG010219093444.jpg,688,376,697,361,1.0
IMG010219093448.jpg,673,362,697,370,1.0
IMG010219093550.jpg,668,566,685,566,1.0
IMG010219093552.jpg,623,538,645,438,1.0
IMG010219093636.jpg,613,488,937,22,1.0
